age,account_age_days,customer_segment,country,platform,device_type,payment_method,product_category,avg_order_value_usd,is_high_value_item,discount_used,order_date,return_date,days_to_return,return_reason,shipping_carrier,multiple_accounts_flag,wishlist_to_cart_time_hrs,total_returns_lifetime,total_orders_lifetime,return_rate_pct,customer_support_contacts,previous_dispute_count,refund_amount_requested_usd,customer_return_count_prior,returns_last_30d_prior,returns_last_90d_prior,total_returns_lifetime_prior,abuse_label
38,2253,New,US,Web Browser,Windows PC,Buy Now Pay Later,Tools,116.77,0,0,2023-10-11,2023-10-27,16,Wrong Item Sent,USPS,0,62.8,5,64,7.8,1,0,112.19,0,0,0,0,0
58,1613,Bronze,US,Mobile App,iPhone,Debit Card,Electronics,218.36,1,0,2023-09-19,2023-10-12,23,Wrong Item Sent,DHL,0,35.7,2,26,7.7,1,1,193.78,0,0,0,0,0
65,1069,New,AU,Tablet App,Windows PC,Credit Card,Sports,171.33,0,1,2023-10-19,2023-10-21,2,Arrived Late,OnTrac,0,2.5,73,101,72.3,5,2,163.53,0,0,0,0,1
59,1255,Bronze,DE,Tablet App,iPad,PayPal,Clothing,315.42,1,0,2023-05-20,2023-07-13,54,Arrived Late,DHL,0,2.4,14,50,28.0,4,3,294.45,0,0,0,0,3
39,1580,New,IN,Tablet App,Android,Credit Card,Furniture,115.3,0,0,2023-01-21,2023-02-15,25,Arrived Late,UPS,0,5.4,5,70,7.1,1,0,100.13,0,0,0,0,0
69,2242,Silver,US,Tablet App,iPad,Debit Card,Clothing,85.5,0,0,2022-10-10,2022-11-06,27,Too Large,USPS,0,15.5,2,21,9.5,0,1,82.6,0,0,0,0,0
28,2158,Bronze,CA,Web Browser,MacBook,Credit Card,Beauty,200.79,1,0,2023-08-18,2023-08-20,2,Too Large,FedEx,0,16.8,4,40,10.0,1,1,171.42,0,0,0,0,0
60,1481,Silver,US,Mobile App,iPhone,PayPal,Toys,209.01,1,0,2022-10-26,2022-11-24,29,Quality Issue,FedEx,0,59.7,0,19,0.0,1,0,199.43,0,0,0,0,0
51,2074,Silver,AU,Mobile App,iPhone,Debit Card,Shoes,243.66,1,0,2023-01-15,2023-01-28,13,Accidental Order,FedEx,0,55.0,0,5,0.0,0,1,234.28,0,0,0,0,0
40,1738,New,CA,Web Browser,iPhone,PayPal,Furniture,23.59,0,0,2022-07-11,2022-07-30,19,Defective/Broken,DHL,0,4.4,0,10,0.0,1,0,23.47,0,0,0,0,0
39,1622,New,CA,Mobile App,iPad,Credit Card,Books,75.21,0,0,2023-04-30,2023-05-18,18,Gift Duplicate,USPS,0,38.9,7,65,10.8,0,1,64.14,0,0,0,0,0
64,1414,Bronze,US,Mobile App,iPad,Debit Card,Clothing,202.37,1,0,2023-05-31,2023-06-17,17,Found Better Price,FedEx,0,0.9,1,76,1.3,1,0,184.93,0,0,0,0,0
68,107,Bronze,CA,Web Browser,Android,Debit Card,Clothing,151.84,0,1,2022-12-26,2023-01-06,11,Item Not Received,USPS,0,23.2,59,106,55.7,1,1,139.61,0,0,0,0,1
69,1019,Bronze,CA,Mobile App,Android,Credit Card,Clothing,264.39,1,0,2022-11-19,2022-11-24,5,Defective/Broken,DHL,0,38.0,1,24,4.2,1,0,250.08,0,0,0,0,0
19,2436,Gold,US,Tablet App,iPad,Credit Card,Shoes,316.79,1,0,2023-01-23,2023-03-16,52,Quality Issue,USPS,0,5.0,8,18,44.4,4,4,309.34,0,0,0,0,3
25,620,Bronze,US,Tablet App,MacBook,Gift Card,Clothing,178.3,0,1,2023-01-31,2023-03-27,55,Changed Mind,UPS,0,2.8,6,12,50.0,3,2,169.83,0,0,0,0,3
45,2186,Silver,US,Tablet App,Windows PC,Credit Card,Clothing,290.87,1,1,2022-08-14,2022-08-16,2,Found Better Price,FedEx,0,34.4,8,79,10.1,0,0,259.28,0,0,0,0,0
69,2461,Silver,CA,Mobile App,iPad,Gift Card,Clothing,236.53,1,0,2022-05-28,2022-05-29,1,Item Not Received,USPS,0,0.3,11,16,68.8,3,5,248.25,0,0,0,0,2
40,790,Bronze,IN,Web Browser,Windows PC,Debit Card,Sports,137.48,0,0,2022-02-06,2022-03-17,39,Changed Mind,OnTrac,0,2.6,2,8,25.0,3,4,134.55,0,0,0,0,3
41,2028,Silver,BR,Mobile App,Android,PayPal,Clothing,65.58,0,0,2022-08-24,2022-08-31,7,Gift Duplicate,UPS,0,62.7,2,34,5.9,0,1,64.31,0,0,0,0,0
37,2039,Bronze,US,Mobile App,Android,Buy Now Pay Later,Sports,35.64,0,0,2023-09-18,2023-10-01,13,Not As Described,DHL,0,62.1,42,56,75.0,3,5,34.15,0,0,0,0,1
22,2493,Platinum,GB,Tablet App,Android,Buy Now Pay Later,Jewelry,641.06,1,1,2022-04-19,2022-04-21,2,Item Not Received,DHL,0,4.7,8,13,61.5,3,5,644.67,0,0,0,0,2
63,281,Bronze,US,Web Browser,Android,Buy Now Pay Later,Shoes,130.95,0,1,2023-08-03,2023-08-04,1,Too Small,DHL,0,2.9,6,11,54.5,5,2,136.21,0,0,0,0,2
23,260,Bronze,US,Tablet App,iPad,PayPal,Jewelry,134.06,0,1,2023-06-28,2023-08-10,43,Too Large,USPS,0,3.6,21,36,58.3,1,0,131.37,0,0,0,0,3
41,2316,Bronze,AU,Web Browser,Windows PC,Debit Card,Furniture,268.45,1,0,2022-08-04,2022-08-08,4,Wrong Item Sent,DHL,0,64.7,7,50,14.0,0,0,244.24,0,0,0,0,0
68,1180,Bronze,US,Tablet App,iPad,PayPal,Grocery,161.82,0,0,2023-11-03,2023-11-17,14,Defective/Broken,DHL,0,57.3,2,64,3.1,1,1,148.57,0,0,0,0,0
57,1708,Gold,FR,Tablet App,Windows PC,Crypto,Shoes,95.49,0,0,2022-11-26,2022-12-01,5,Found Better Price,UPS,1,32.6,13,29,44.8,2,0,95.44,0,0,0,0,1
37,1141,New,US,Tablet App,Android,Credit Card,Sports,178.72,0,0,2022-03-06,2022-03-16,10,Too Small,FedEx,0,37.7,7,54,13.0,0,1,158.03,0,0,0,0,0
50,173,Gold,US,Mobile App,Windows PC,Credit Card,Electronics,139.37,0,0,2022-10-15,2022-10-20,5,Wrong Item Sent,FedEx,0,9.5,0,1,0.0,0,1,124.12,0,0,0,0,0
47,978,Silver,US,Mobile App,Windows PC,PayPal,Tools,84.16,0,0,2023-09-10,2023-09-12,2,Not As Described,DHL,0,54.0,0,25,0.0,0,0,69.69,0,0,0,0,0
49,454,Silver,US,Web Browser,Windows PC,Credit Card,Electronics,57.7,0,0,2022-12-17,2022-12-27,10,Defective/Broken,UPS,0,16.3,0,13,0.0,1,1,52.07,0,0,0,0,0
30,1732,Gold,US,Tablet App,iPad,PayPal,Shoes,19.03,0,1,2022-09-07,2022-09-10,3,Not As Described,UPS,0,49.8,0,16,0.0,0,1,16.75,0,0,0,0,0
44,177,Silver,FR,Tablet App,iPhone,Credit Card,Home & Kitchen,38.6,0,1,2022-05-12,2022-06-08,27,Not As Described,UPS,0,60.6,0,46,0.0,0,1,32.77,0,0,0,0,0
50,485,Bronze,US,Mobile App,Windows PC,Credit Card,Beauty,144.93,0,0,2022-02-23,2022-03-21,26,Wrong Item Sent,USPS,0,4.2,6,56,10.7,0,1,131.17,0,0,0,0,0
38,1768,Platinum,BR,Tablet App,Windows PC,PayPal,Clothing,96.73,0,1,2022-10-10,2022-11-22,43,Changed Mind,USPS,0,3.2,17,39,43.6,6,3,91.63,0,0,0,0,3
55,440,Silver,IN,Mobile App,Android,PayPal,Shoes,266.68,1,0,2022-10-24,2022-11-23,30,Not As Described,OnTrac,0,3.7,4,38,10.5,0,1,245.59,0,0,0,0,0
34,1707,Silver,US,Tablet App,iPhone,Debit Card,Beauty,250.01,1,1,2023-08-30,2023-09-03,4,Found Better Price,USPS,0,4.4,13,33,39.4,4,2,248.22,0,0,0,0,2
54,867,Bronze,US,Tablet App,Android,Credit Card,Furniture,23.44,0,1,2023-08-09,2023-08-28,19,Changed Mind,DHL,0,65.1,8,63,12.7,0,0,20.12,0,0,0,0,0
21,742,New,US,Web Browser,Windows PC,Buy Now Pay Later,Clothing,84.91,0,0,2023-06-18,2023-07-11,23,Wrong Item Sent,FedEx,0,15.3,2,22,9.1,0,1,75.36,0,0,0,0,0
52,1573,Gold,US,Mobile App,Windows PC,Debit Card,Beauty,277.36,1,0,2022-01-08,2022-02-17,40,Changed Mind,USPS,0,0.8,4,13,30.8,4,5,258.16,0,0,0,0,3
44,690,New,FR,Web Browser,iPad,Credit Card,Shoes,157.31,0,0,2022-12-20,2022-12-30,10,Changed Mind,FedEx,0,45.0,0,40,0.0,1,1,152.48,0,0,0,0,0
31,1746,Silver,US,Web Browser,iPad,PayPal,Shoes,35.95,0,1,2023-02-13,2023-03-09,24,Quality Issue,DHL,0,68.0,0,20,0.0,0,0,32.35,0,0,0,0,0
31,229,Bronze,GB,Mobile App,Android,Credit Card,Clothing,270.88,1,0,2022-11-15,2022-12-01,16,Defective/Broken,USPS,0,47.9,0,19,0.0,0,0,233.01,0,0,0,0,0
68,2265,Gold,US,Tablet App,iPhone,Credit Card,Home & Kitchen,291.39,1,1,2023-04-12,2023-04-14,2,Item Not Received,DHL,0,3.4,26,39,66.7,1,4,289.35,0,0,0,0,2
40,1214,Bronze,FR,Mobile App,Android,Credit Card,Beauty,45.96,0,0,2023-02-06,2023-02-23,17,Not As Described,DHL,0,3.1,1,12,8.3,1,0,43.1,0,0,0,0,0
61,1079,Bronze,CA,Web Browser,Android,PayPal,Clothing,171.89,0,0,2022-12-26,2023-01-05,10,Too Small,UPS,0,69.0,4,41,9.8,1,0,155.56,0,0,0,0,0
24,2338,Bronze,BR,Mobile App,MacBook,Credit Card,Clothing,152.27,0,0,2023-06-01,2023-06-04,3,Defective/Broken,FedEx,0,39.8,3,47,6.4,0,1,131.9,0,0,0,0,0
25,966,Bronze,US,Web Browser,Windows PC,Debit Card,Beauty,158.9,0,1,2023-09-21,2023-10-14,23,Defective/Broken,FedEx,0,58.7,8,63,12.7,1,1,141.26,0,0,0,0,0
70,331,Platinum,US,Web Browser,Windows PC,Credit Card,Clothing,389.94,1,0,2022-12-01,2022-12-30,29,Quality Issue,FedEx,0,3.4,8,16,50.0,1,4,371.59,0,0,0,0,3
28,1418,New,DE,Mobile App,Windows PC,PayPal,Beauty,166.32,0,0,2022-06-25,2022-07-08,13,Defective/Broken,FedEx,0,67.8,1,12,8.3,0,1,161.38,0,0,0,0,0
67,287,Bronze,US,Web Browser,Windows PC,Buy Now Pay Later,Jewelry,102.35,0,0,2022-10-25,2022-10-31,6,Accidental Order,DHL,0,29.3,4,47,8.5,0,0,90.23,0,0,0,0,0
61,33,New,BR,Mobile App,MacBook,Gift Card,Tools,310.05,1,1,2022-08-07,2022-08-09,2,Arrived Late,DHL,1,1.9,10,16,62.5,4,4,299.71,0,0,0,0,2
24,1212,Bronze,CA,Mobile App,Android,Buy Now Pay Later,Tools,285.31,1,0,2023-05-27,2023-06-07,11,Not As Described,USPS,0,1.6,0,2,0.0,1,1,241.17,0,0,0,0,0
33,1611,New,US,Mobile App,MacBook,Credit Card,Jewelry,73.24,0,1,2023-06-15,2023-06-18,3,Defective/Broken,UPS,0,68.7,0,8,0.0,0,1,62.95,0,0,0,0,0
43,260,Bronze,AU,Tablet App,iPad,Credit Card,Grocery,185.07,0,0,2022-06-29,2022-06-30,1,Changed Mind,UPS,0,42.9,4,37,10.8,0,1,163.42,0,0,0,0,0
53,725,Silver,IN,Tablet App,iPad,Debit Card,Shoes,168.14,0,0,2023-04-07,2023-05-06,29,Quality Issue,USPS,0,47.4,8,61,13.1,0,0,152.38,0,0,0,0,0
23,964,Platinum,CA,Mobile App,iPad,Gift Card,Electronics,42.38,0,0,2023-04-05,2023-04-28,23,Defective/Broken,OnTrac,0,32.8,2,52,3.8,0,0,33.97,0,0,0,0,0
33,847,Bronze,FR,Web Browser,iPhone,Debit Card,Electronics,16.81,0,0,2022-08-15,2022-09-01,17,Wrong Item Sent,FedEx,0,40.3,2,37,5.4,1,0,16.37,0,0,0,0,0
44,1173,Bronze,DE,Mobile App,MacBook,Credit Card,Furniture,295.38,1,0,2022-03-03,2022-03-20,17,Defective/Broken,UPS,0,19.3,6,61,9.8,0,1,252.94,0,0,0,0,0
48,2088,New,CA,Tablet App,iPhone,Crypto,Electronics,249.75,1,0,2023-04-01,2023-04-08,7,Found Better Price,FedEx,0,62.7,1,21,4.8,1,1,210.08,0,0,0,0,0
55,1750,New,US,Web Browser,MacBook,Debit Card,Electronics,71.65,0,1,2022-10-13,2022-10-18,5,Item Not Received,USPS,0,14.2,1,29,3.4,1,1,63.26,0,0,0,0,0
47,1523,Platinum,US,Web Browser,Android,PayPal,Jewelry,249.31,1,1,2023-11-01,2023-11-03,2,Changed Mind,FedEx,0,1.8,13,21,61.9,2,1,237.87,0,0,0,0,2
22,807,Silver,BR,Tablet App,Windows PC,PayPal,Shoes,80.49,0,0,2023-11-27,2023-12-25,28,Wrong Item Sent,DHL,0,3.3,6,61,9.8,1,1,76.37,0,0,0,0,0
19,2455,Silver,IN,Tablet App,iPad,Debit Card,Electronics,260.78,1,0,2022-11-28,2022-12-05,7,Not As Described,UPS,0,46.2,0,25,0.0,1,0,239.83,0,0,0,0,0
55,1710,Silver,DE,Mobile App,iPad,Debit Card,Beauty,623.04,1,0,2022-04-03,2022-04-06,3,Not As Described,USPS,0,2.0,12,27,44.4,2,5,644.25,0,0,0,0,2
69,61,New,CA,Tablet App,Android,Debit Card,Shoes,136.61,0,0,2022-05-23,2022-06-22,30,Found Better Price,OnTrac,0,1.5,0,20,0.0,0,0,125.51,0,0,0,0,0
35,2021,New,US,Tablet App,iPhone,PayPal,Home & Kitchen,15.73,0,0,2022-02-28,2022-03-13,13,Defective/Broken,DHL,0,8.6,1,8,12.5,1,1,14.25,0,0,0,0,0
39,995,Bronze,US,Web Browser,iPad,Buy Now Pay Later,Beauty,270.66,1,0,2023-10-09,2023-10-12,3,Not As Described,DHL,0,43.5,0,14,0.0,0,1,250.68,0,0,0,0,0
54,2327,Gold,US,Web Browser,iPad,Debit Card,Electronics,267.06,1,0,2022-10-26,2022-10-31,5,Not As Described,OnTrac,0,24.8,0,37,0.0,1,0,215.98,0,0,0,0,0
51,1269,Gold,AU,Tablet App,iPad,Crypto,Electronics,70.45,0,0,2022-12-30,2023-01-11,12,Arrived Late,UPS,0,35.2,1,9,11.1,1,1,56.88,0,0,0,0,0
46,2114,Gold,US,Tablet App,Android,Debit Card,Books,74.96,0,0,2023-01-03,2023-01-18,15,Not As Described,DHL,0,20.1,0,54,0.0,1,0,66.52,0,0,0,0,0
58,1302,Bronze,FR,Tablet App,iPad,Credit Card,Tools,190.65,0,0,2022-03-14,2022-04-11,28,Found Better Price,USPS,0,67.0,2,28,7.1,1,0,170.54,0,0,0,0,0
24,2447,New,US,Web Browser,Windows PC,Debit Card,Clothing,159.07,0,1,2022-06-23,2022-07-06,13,Too Large,OnTrac,0,40.6,1,40,2.5,1,0,127.49,0,0,0,0,0
61,2181,Silver,FR,Web Browser,iPhone,PayPal,Toys,343.79,1,0,2022-02-24,2022-03-27,31,Too Large,DHL,0,3.1,8,25,32.0,2,5,335.47,0,0,0,0,3
50,14,Bronze,GB,Web Browser,Windows PC,Credit Card,Clothing,475.66,1,1,2022-04-15,2022-06-09,55,Not As Described,FedEx,0,1.7,3,7,42.9,1,0,430.5,0,0,0,0,3
69,1547,Silver,DE,Tablet App,MacBook,Debit Card,Electronics,213.06,1,1,2022-03-07,2022-03-26,19,Not As Described,USPS,0,34.4,3,41,7.3,1,1,181.92,0,0,0,0,0
70,1620,Bronze,GB,Web Browser,Android,PayPal,Beauty,215.98,1,0,2023-08-08,2023-09-03,26,Not As Described,DHL,0,3.6,7,63,11.1,1,0,173.37,0,0,0,0,0
44,2129,Gold,CA,Mobile App,iPad,Debit Card,Clothing,123.44,0,0,2022-12-08,2023-01-02,25,Wrong Item Sent,FedEx,0,64.9,1,47,2.1,0,1,101.92,0,0,0,0,0
45,1108,Bronze,US,Mobile App,iPhone,Debit Card,Toys,118.47,0,0,2022-04-10,2022-04-20,10,Too Large,UPS,0,25.1,2,25,8.0,1,0,97.33,0,0,0,0,0
31,1957,Silver,IN,Web Browser,Windows PC,Credit Card,Beauty,220.84,1,0,2022-11-03,2022-11-06,3,Too Large,DHL,0,59.4,10,80,12.5,1,0,195.55,0,0,0,0,0
37,402,Silver,FR,Mobile App,MacBook,Credit Card,Electronics,283.5,1,0,2022-10-09,2022-11-01,23,Not As Described,USPS,0,39.4,5,57,8.8,0,1,272.54,0,0,0,0,0
69,648,Platinum,US,Mobile App,Android,Gift Card,Toys,109.59,0,0,2023-09-29,2023-09-30,1,Not As Described,UPS,0,10.0,6,61,9.8,1,1,106.84,0,0,0,0,0
27,1190,Gold,DE,Mobile App,MacBook,Debit Card,Shoes,267.39,1,0,2023-10-11,2023-10-15,4,Defective/Broken,OnTrac,0,10.7,1,59,1.7,0,1,236.51,0,0,0,0,0
28,1617,Silver,US,Tablet App,MacBook,Credit Card,Home & Kitchen,224.73,1,0,2022-08-02,2022-08-16,14,Defective/Broken,OnTrac,0,33.8,5,47,10.6,1,1,186.71,0,0,0,0,0
38,2187,Silver,DE,Web Browser,Android,Buy Now Pay Later,Books,168.69,0,0,2022-11-11,2022-11-21,10,Defective/Broken,UPS,0,36.5,21,52,40.4,6,3,167.42,0,0,0,0,1
64,18,New,US,Web Browser,Windows PC,Debit Card,Jewelry,288.3,1,1,2022-01-09,2022-01-14,5,Wrong Item Sent,UPS,0,62.0,0,16,0.0,1,1,234.29,0,0,0,0,0
47,1719,Gold,BR,Web Browser,Windows PC,Crypto,Books,64.4,0,0,2023-03-16,2023-04-06,21,Not As Described,FedEx,0,6.5,0,7,0.0,1,0,57.82,0,0,0,0,0
47,2284,Bronze,BR,Tablet App,iPad,Debit Card,Beauty,65.03,0,0,2022-05-18,2022-06-06,19,Not As Described,DHL,0,12.6,1,61,1.6,1,1,52.77,0,0,0,0,0
22,1861,Gold,GB,Mobile App,iPhone,Credit Card,Electronics,57.79,0,0,2022-12-08,2022-12-15,7,Changed Mind,UPS,0,45.9,8,69,11.6,1,0,53.91,0,0,0,0,0
32,1595,Silver,US,Web Browser,Android,PayPal,Beauty,153.51,0,0,2022-01-27,2022-02-17,21,Not As Described,USPS,0,60.3,0,1,0.0,1,1,125.88,0,0,0,0,0
50,619,New,US,Tablet App,Android,Credit Card,Clothing,363.59,1,1,2023-02-24,2023-02-27,3,Wrong Item Sent,UPS,1,4.2,11,29,37.9,5,3,368.86,0,0,0,0,2
70,1964,Bronze,US,Tablet App,Windows PC,Buy Now Pay Later,Books,185.84,0,0,2023-07-21,2023-08-17,27,Wrong Item Sent,UPS,0,55.5,13,17,76.5,2,5,175.5,0,0,0,0,1
36,1652,Silver,GB,Mobile App,MacBook,Debit Card,Clothing,117.78,0,1,2023-05-11,2023-05-23,12,Changed Mind,OnTrac,0,43.8,51,81,63.0,6,5,113.65,0,0,0,0,1
37,1067,Silver,CA,Mobile App,iPad,Gift Card,Clothing,285.33,1,0,2023-04-13,2023-04-29,16,Defective/Broken,USPS,0,5.1,1,39,2.6,0,0,244.13,0,0,0,0,0
60,993,Bronze,US,Mobile App,MacBook,PayPal,Home & Kitchen,232.73,1,0,2022-10-12,2022-10-27,15,Defective/Broken,UPS,0,2.4,0,23,0.0,1,1,229.84,0,0,0,0,0
38,2018,Silver,US,Mobile App,Windows PC,PayPal,Home & Kitchen,262.09,1,0,2022-04-17,2022-04-20,3,Too Small,OnTrac,0,61.8,1,57,1.8,1,0,223.48,0,0,0,0,0
27,2193,Bronze,AU,Tablet App,iPhone,Gift Card,Home & Kitchen,466.49,1,0,2022-03-18,2022-05-08,51,Gift Duplicate,UPS,0,0.6,23,39,59.0,6,3,460.32,0,0,0,0,3
26,55,Gold,DE,Tablet App,iPad,Gift Card,Grocery,650.28,1,0,2023-10-28,2023-10-31,3,Item Not Received,OnTrac,0,4.1,18,37,48.6,5,4,637.14,0,0,0,0,2
55,797,Silver,AU,Tablet App,iPhone,PayPal,Beauty,127.14,0,1,2023-12-02,2023-12-24,22,Not As Described,UPS,0,7.6,1,9,11.1,0,1,115.42,0,0,0,0,0
24,1352,Bronze,IN,Tablet App,iPhone,PayPal,Shoes,263.93,1,0,2023-01-29,2023-02-01,3,Accidental Order,DHL,0,10.6,1,29,3.4,1,1,260.19,0,0,0,0,0
23,101,Gold,US,Mobile App,iPhone,Debit Card,Sports,728.26,1,1,2023-07-19,2023-07-21,2,Not As Described,OnTrac,1,4.3,11,27,40.7,1,0,751.66,0,0,0,0,2
49,22,New,US,Tablet App,MacBook,Credit Card,Shoes,246.18,1,0,2022-10-23,2022-11-07,15,Wrong Item Sent,OnTrac,0,12.5,7,73,9.6,0,0,215.61,0,0,0,0,0
70,2258,Silver,US,Mobile App,MacBook,Buy Now Pay Later,Clothing,298.13,1,0,2022-10-14,2022-10-23,9,Too Large,USPS,0,47.4,2,53,3.8,0,0,246.62,0,0,0,0,0
20,355,Platinum,FR,Web Browser,iPhone,Debit Card,Clothing,193.65,0,0,2023-08-25,2023-09-10,16,Accidental Order,DHL,1,5.5,51,77,66.2,3,1,179.58,0,0,0,0,1
51,980,Silver,BR,Mobile App,iPhone,Debit Card,Electronics,88.4,0,1,2023-06-12,2023-06-26,14,Wrong Item Sent,USPS,0,28.8,0,39,0.0,0,0,73.93,0,0,0,0,0
41,877,Silver,FR,Web Browser,iPhone,PayPal,Grocery,152.23,0,0,2022-09-18,2022-09-27,9,Too Large,UPS,0,16.5,2,18,11.1,1,1,139.83,0,0,0,0,0
21,1959,New,US,Tablet App,Android,Credit Card,Home & Kitchen,48.73,0,0,2022-03-04,2022-03-13,9,Quality Issue,USPS,0,3.7,5,44,11.4,0,1,45.21,0,0,0,0,0
70,1413,Bronze,DE,Web Browser,Windows PC,Credit Card,Shoes,24.15,0,0,2022-05-28,2022-06-26,29,Quality Issue,OnTrac,0,44.8,11,23,47.8,6,2,23.38,0,0,0,0,1
59,927,New,US,Web Browser,iPad,Debit Card,Grocery,95.01,0,0,2023-10-23,2023-11-17,25,Not As Described,USPS,0,42.8,4,74,5.4,0,0,84.19,0,0,0,0,0
67,878,New,CA,Tablet App,Windows PC,Credit Card,Shoes,161.83,0,0,2022-11-27,2022-12-27,30,Too Large,UPS,1,69.8,68,99,68.7,1,0,157.53,0,0,0,0,1
28,584,Bronze,AU,Web Browser,iPhone,Debit Card,Clothing,82.11,0,0,2022-02-02,2022-02-08,6,Accidental Order,FedEx,1,30.8,4,11,36.4,4,5,74.0,0,0,0,0,1
46,931,Silver,US,Web Browser,Windows PC,PayPal,Jewelry,169.96,0,0,2022-04-28,2022-05-13,15,Quality Issue,USPS,0,26.2,10,80,12.5,1,1,142.5,0,0,0,0,0
37,1847,Bronze,BR,Tablet App,Windows PC,Gift Card,Books,127.68,0,0,2023-03-14,2023-04-08,25,Too Large,DHL,0,40.3,3,28,10.7,0,1,120.58,0,0,0,0,0
30,2054,Gold,US,Mobile App,Windows PC,Credit Card,Jewelry,476.88,1,1,2023-10-08,2023-11-16,39,Not As Described,UPS,0,3.5,21,46,45.7,3,5,473.08,0,0,0,0,3
34,1382,Silver,US,Tablet App,iPhone,Debit Card,Home & Kitchen,87.4,0,0,2022-11-10,2022-11-20,10,Gift Duplicate,UPS,0,56.5,0,1,0.0,0,1,71.8,0,0,0,0,0
24,1439,Gold,US,Web Browser,iPhone,Debit Card,Toys,188.54,0,0,2022-09-24,2022-10-08,14,Too Large,FedEx,1,65.9,62,102,60.8,6,3,177.23,0,0,0,0,1
65,881,Bronze,BR,Web Browser,Windows PC,Debit Card,Tools,203.66,1,0,2023-02-13,2023-03-06,21,Found Better Price,FedEx,0,40.8,1,38,2.6,1,1,196.18,0,0,0,0,0
29,433,New,IN,Mobile App,iPhone,PayPal,Clothing,176.52,0,1,2022-12-04,2022-12-29,25,Defective/Broken,OnTrac,0,27.4,0,4,0.0,0,0,153.51,0,0,0,0,0
29,994,Bronze,IN,Tablet App,iPad,Buy Now Pay Later,Electronics,259.71,1,0,2022-05-26,2022-06-11,16,Too Large,UPS,0,11.4,5,50,10.0,0,0,210.9,0,0,0,0,0
35,2070,Bronze,BR,Web Browser,Windows PC,Debit Card,Jewelry,84.87,0,1,2023-05-09,2023-05-17,8,Too Large,USPS,0,53.6,0,6,0.0,1,0,84.73,1,0,0,1,0
58,236,Bronze,CA,Mobile App,Windows PC,Debit Card,Furniture,106.46,0,1,2022-05-13,2022-06-03,21,Item Not Received,USPS,0,71.5,2,18,11.1,0,1,90.08,0,0,0,0,0
66,591,Bronze,GB,Web Browser,Android,PayPal,Books,170.02,0,0,2022-01-07,2022-01-10,3,Defective/Broken,USPS,0,40.8,2,33,6.1,0,0,157.53,0,0,0,0,0
46,2009,New,IN,Mobile App,Windows PC,Debit Card,Home & Kitchen,157.62,0,1,2022-06-05,2022-06-09,4,Too Large,USPS,0,54.2,0,21,0.0,0,1,138.37,0,0,0,0,0
60,922,Gold,DE,Mobile App,MacBook,Debit Card,Home & Kitchen,84.65,0,0,2023-10-27,2023-11-05,9,Wrong Item Sent,FedEx,0,23.7,1,25,4.0,0,0,79.74,0,0,0,0,0
18,1456,Bronze,GB,Tablet App,iPhone,Credit Card,Sports,47.51,0,0,2022-05-27,2022-06-09,13,Found Better Price,DHL,0,43.4,5,75,6.7,1,1,43.54,0,0,0,0,0
34,2451,Gold,GB,Web Browser,MacBook,PayPal,Sports,136.75,0,0,2023-10-22,2023-11-19,28,Changed Mind,FedEx,0,36.4,37,60,61.7,2,4,125.34,0,0,0,0,1
49,627,Silver,AU,Web Browser,MacBook,Credit Card,Electronics,268.34,1,0,2022-07-12,2022-08-01,20,Quality Issue,DHL,0,4.6,0,1,0.0,0,1,235.2,0,0,0,0,0
52,118,New,FR,Tablet App,iPad,Gift Card,Shoes,287.09,1,0,2022-07-05,2022-07-08,3,Arrived Late,UPS,0,35.4,2,71,2.8,0,0,236.54,0,0,0,0,0
56,469,Bronze,GB,Mobile App,Windows PC,Credit Card,Jewelry,247.0,1,0,2022-12-07,2022-12-15,8,Item Not Received,DHL,0,11.9,0,7,0.0,1,0,209.51,0,0,0,0,0
66,1237,Gold,FR,Mobile App,MacBook,Debit Card,Shoes,136.02,0,1,2022-03-05,2022-03-06,1,Too Small,OnTrac,0,42.8,0,9,0.0,1,1,111.26,0,0,0,0,0
19,1480,Bronze,IN,Web Browser,MacBook,Credit Card,Electronics,174.68,0,0,2023-07-30,2023-08-23,24,Defective/Broken,UPS,0,29.1,0,9,0.0,0,1,154.44,0,0,0,0,0
46,1478,Bronze,US,Tablet App,Windows PC,Debit Card,Home & Kitchen,414.47,1,0,2023-10-24,2023-12-04,41,Not As Described,USPS,0,4.2,7,24,29.2,3,4,408.66,0,0,0,0,3
34,1921,Bronze,GB,Mobile App,iPhone,PayPal,Electronics,77.09,0,1,2023-02-21,2023-03-24,31,Quality Issue,FedEx,0,2.2,18,33,54.5,3,2,69.86,0,0,0,0,3
59,1828,Gold,IN,Tablet App,Windows PC,Gift Card,Sports,365.93,1,0,2022-01-19,2022-03-08,48,Found Better Price,USPS,0,1.7,24,42,57.1,3,4,336.32,0,0,0,0,3
31,2322,Silver,CA,Web Browser,Android,PayPal,Clothing,290.05,1,0,2023-06-25,2023-07-16,21,Gift Duplicate,DHL,0,24.4,1,11,9.1,1,1,243.47,1,0,0,1,0
25,1240,Platinum,US,Mobile App,iPad,Buy Now Pay Later,Jewelry,769.94,1,0,2022-01-12,2022-01-13,1,Item Not Received,USPS,0,4.0,7,23,30.4,6,4,766.5,0,0,0,0,2
